Timestamp,Type,Raw_Value,PPG_Mean_HR,PPG_SDNN,PPG_RMSSD,GSR_SCL_Mean,GSR_SCR_Amp,GSR_NSSCR_Freq
2026-05-04 22:29:32.762,P,214105,,,,,,
2026-05-04 22:29:32.821,P,35370,,,,,,
2026-05-04 22:29:32.823,P,243435,,,,,,
2026-05-04 22:29:32.824,P,195072,,,,,,
2026-05-04 22:29:32.881,P,89928,,,,,,
2026-05-04 22:29:32.882,P,72696,,,,,,
2026-05-04 22:29:32.884,P,141685,,,,,,
2026-05-04 22:29:32.941,P,208010,,,,,,
2026-05-04 22:29:32.942,P,102798,,,,,,
2026-05-04 22:29:32.943,P,50778,,,,,,
2026-05-04 22:29:33.002,P,73481,,,,,,
2026-05-04 22:29:33.061,P,201463,,,,,,
2026-05-04 22:29:33.063,P,180284,,,,,,
2026-05-04 22:29:33.063,P,82451,,,,,,
2026-05-04 22:29:33.121,P,169449,,,,,,
2026-05-04 22:29:33.122,P,64712,,,,,,
2026-05-04 22:29:33.124,P,231627,,,,,,
2026-05-04 22:29:33.180,P,6532,,,,,,
2026-05-04 22:29:33.180,P,40350,,,,,,
2026-05-04 22:29:33.181,P,209264,,,,,,
2026-05-04 22:29:33.240,P,220323,,,,,,
2026-05-04 22:29:33.241,P,15655,,,,,,
2026-05-04 22:29:33.241,P,147395,,,,,,
2026-05-04 22:29:33.300,P,29976,,,,,,
2026-05-04 22:29:33.301,P,79215,,,,,,
2026-05-04 22:29:33.301,P,226911,,,,,,
2026-05-04 22:29:33.360,P,235598,,,,,,
2026-05-04 22:29:33.360,P,64212,,,,,,
2026-05-04 22:29:33.361,P,186719,,,,,,
2026-05-04 22:29:33.421,P,27532,,,,,,
2026-05-04 22:29:33.423,P,126901,,,,,,
2026-05-04 22:29:33.424,P,72726,,,,,,
2026-05-04 22:29:33.481,P,145116,,,,,,
2026-05-04 22:29:33.483,P,243653,,,,,,
2026-05-04 22:29:33.484,P,115607,,,,,,
2026-05-04 22:29:33.541,P,189853,,,,,,
2026-05-04 22:29:33.542,P,22936,,,,,,
2026-05-04 22:29:33.543,P,117853,,,,,,
2026-05-04 22:29:33.602,P,230026,,,,,,
2026-05-04 22:29:33.603,P,25350,,,,,,
2026-05-04 22:29:33.604,P,224652,,,,,,
2026-05-04 22:29:33.660,P,166673,,,,,,
2026-05-04 22:29:33.660,P,129450,,,,,,
2026-05-04 22:29:33.661,P,41185,,,,,,
2026-05-04 22:29:33.721,P,89466,,,,,,
2026-05-04 22:29:33.722,P,25439,,,,,,
2026-05-04 22:29:33.723,P,259118,,,,,,
2026-05-04 22:29:33.781,P,133004,,,,,,
2026-05-04 22:29:33.782,P,149159,,,,,,
2026-05-04 22:29:33.784,P,208650,,,,,,
2026-05-04 22:29:33.840,P,255063,,,,,,
2026-05-04 22:29:33.840,P,192037,,,,,,
2026-05-04 22:29:33.841,P,181987,,,,,,
2026-05-04 22:29:33.901,P,217511,,,,,,
2026-05-04 22:29:33.902,P,36826,,,,,,
2026-05-04 22:29:33.902,P,67538,,,,,,
2026-05-04 22:29:33.961,P,122499,,,,,,
2026-05-04 22:29:33.962,P,198341,,,,,,
2026-05-04 22:29:33.963,P,195096,,,,,,
2026-05-04 22:29:34.081,P,165353,,,,,,
2026-05-04 22:29:34.083,P,21530,,,,,,
2026-05-04 22:29:34.084,P,168587,,,,,,
2026-05-04 22:29:34.141,P,250506,,,,,,
2026-05-04 22:29:34.142,P,190817,,,,,,
2026-05-04 22:29:34.143,P,32901,,,,,,
2026-05-04 22:29:34.201,P,176446,,,,,,
2026-05-04 22:29:34.203,P,153671,,,,,,
2026-05-04 22:29:34.204,P,218251,,,,,,
2026-05-04 22:29:34.261,P,55975,,,,,,
2026-05-04 22:29:34.263,P,175230,,,,,,
2026-05-04 22:29:34.264,P,185298,,,,,,
2026-05-04 22:29:34.321,P,106779,,,,,,
2026-05-04 22:29:34.322,G,2033,,,,,,
2026-05-04 22:29:34.323,G,1593,,,,,,
2026-05-04 22:29:34.380,G,3710,,,,,,
2026-05-04 22:29:34.381,G,2651,,,,,,
2026-05-04 22:29:34.382,G,2986,,,,,,
2026-05-04 22:29:34.441,G,3408,,,,,,
2026-05-04 22:29:34.441,G,2215,,,,,,
2026-05-04 22:29:34.442,G,3102,,,,,,
2026-05-04 22:29:34.500,P,104900,,,,,,
2026-05-04 22:29:34.501,P,98803,,,,,,
2026-05-04 22:29:34.502,P,99211,,,,,,
2026-05-04 22:29:34.560,P,171557,,,,,,
2026-05-04 22:29:34.560,P,243336,,,,,,
2026-05-04 22:29:34.561,P,3156,,,,,,
2026-05-04 22:29:34.621,P,247006,,,,,,
2026-05-04 22:29:34.621,P,120157,,,,,,
2026-05-04 22:29:34.622,P,255369,,,,,,
2026-05-04 22:29:34.680,P,250818,,,,,,
2026-05-04 22:29:34.680,P,79172,,,,,,
2026-05-04 22:29:34.681,P,207603,,,,,,
2026-05-04 22:29:34.741,P,46105,,,,,,
2026-05-04 22:29:34.742,P,236937,,,,,,
2026-05-04 22:29:34.744,P,38529,,,,,,
2026-05-04 22:29:34.860,P,16777,,,,,,
2026-05-04 22:29:34.861,P,1017,,,,,,
2026-05-04 22:29:34.861,P,107042,,,,,,
2026-05-04 22:29:34.921,P,56381,,,,,,
2026-05-04 22:29:34.923,P,40997,,,,,,
2026-05-04 22:29:34.923,P,206348,,,,,,
2026-05-04 22:29:34.980,P,135925,,,,,,
2026-05-04 22:29:34.981,P,50571,,,,,,
2026-05-04 22:29:34.981,P,229311,,,,,,
2026-05-04 22:29:35.040,P,181519,,,,,,
2026-05-04 22:29:35.041,P,258596,,,,,,
2026-05-04 22:29:35.041,P,252327,,,,,,
2026-05-04 22:29:35.100,P,124417,,,,,,
2026-05-04 22:29:35.100,P,20961,,,,,,
2026-05-04 22:29:35.101,P,96658,,,,,,
2026-05-04 22:29:35.160,P,155794,,,,,,
2026-05-04 22:29:35.160,P,13877,,,,,,
2026-05-04 22:29:35.161,P,30511,,,,,,
2026-05-04 22:29:35.222,P,196192,,,,,,
2026-05-04 22:29:35.224,P,185407,,,,,,
2026-05-04 22:29:35.225,P,12823,,,,,,
2026-05-04 22:29:35.341,P,128475,,,,,,
2026-05-04 22:29:35.343,P,29158,,,,,,
2026-05-04 22:29:35.344,P,30822,,,,,,
2026-05-04 22:29:35.401,P,179958,,,,,,
2026-05-04 22:29:35.401,P,209185,,,,,,
2026-05-04 22:29:35.402,P,74558,,,,,,
2026-05-04 22:29:35.460,P,194419,,,,,,
2026-05-04 22:29:35.460,P,34185,,,,,,
2026-05-04 22:29:35.461,P,84470,,,,,,
2026-05-04 22:29:35.521,P,76538,,,,,,
2026-05-04 22:29:35.521,P,79021,,,,,,
2026-05-04 22:29:35.522,P,24400,,,,,,
2026-05-04 22:29:35.581,P,33270,,,,,,
2026-05-04 22:29:35.582,P,236067,,,,,,
2026-05-04 22:29:35.584,P,157019,,,,,,
2026-05-04 22:29:35.640,P,261927,,,,,,
2026-05-04 22:29:35.640,P,193276,,,,,,
2026-05-04 22:29:35.641,P,232264,,,,,,
2026-05-04 22:29:35.700,P,207528,,,,,,
2026-05-04 22:29:35.701,P,86880,,,,,,
2026-05-04 22:29:35.701,P,190572,,,,,,
2026-05-04 22:29:35.761,P,124412,,,,,,
2026-05-04 22:29:35.763,P,48817,,,,,,
2026-05-04 22:29:35.764,P,23930,,,,,,
2026-05-04 22:29:35.820,P,229133,,,,,,
2026-05-04 22:29:35.821,P,80486,,,,,,
2026-05-04 22:29:35.822,P,176460,,,,,,
2026-05-04 22:29:35.881,P,254479,,,,,,
2026-05-04 22:29:35.883,P,132193,,,,,,
2026-05-04 22:29:35.884,P,66977,,,,,,
2026-05-04 22:29:35.941,P,245679,,,,,,
2026-05-04 22:29:35.941,P,251721,,,,,,
2026-05-04 22:29:35.942,P,4535,,,,,,
2026-05-04 22:29:36.000,P,228970,,,,,,
2026-05-04 22:29:36.001,P,201153,,,,,,
2026-05-04 22:29:36.001,P,1729,,,,,,
2026-05-04 22:29:36.061,P,113549,,,,,,
2026-05-04 22:29:36.061,P,132966,,,,,,
2026-05-04 22:29:36.062,P,40727,,,,,,
2026-05-04 22:29:36.120,G,1882,,,,,,
2026-05-04 22:29:36.120,G,615,,,,,,
2026-05-04 22:29:36.121,G,2858,,,,,,
2026-05-04 22:29:36.180,G,2443,,,,,,
2026-05-04 22:29:36.180,G,631,,,,,,
2026-05-04 22:29:36.181,G,1416,,,,,,
2026-05-04 22:29:36.240,G,357,,,,,,
2026-05-04 22:29:36.242,FEATURE,,90.97722625732422,80574.5546875,108355.5,1728.5999755859375,3023.0,4.0
2026-05-04 22:29:36.300,P,251920,,,,,,
2026-05-04 22:29:36.300,P,171417,,,,,,
2026-05-04 22:29:36.301,P,151950,,,,,,
2026-05-04 22:29:36.361,P,8467,,,,,,
2026-05-04 22:29:36.361,P,122257,,,,,,
2026-05-04 22:29:36.362,P,206103,,,,,,
2026-05-04 22:29:36.421,P,161191,,,,,,
2026-05-04 22:29:36.423,P,254369,,,,,,
2026-05-04 22:29:36.424,P,39586,,,,,,
2026-05-04 22:29:36.480,P,48876,,,,,,
2026-05-04 22:29:36.481,P,102827,,,,,,
2026-05-04 22:29:36.481,P,156780,,,,,,
2026-05-04 22:29:36.541,P,85332,,,,,,
2026-05-04 22:29:36.543,P,21711,,,,,,
2026-05-04 22:29:36.544,P,49679,,,,,,
2026-05-04 22:29:36.601,P,68389,,,,,,
2026-05-04 22:29:36.603,P,223321,,,,,,
2026-05-04 22:29:36.604,P,124717,,,,,,
2026-05-04 22:29:36.661,P,100068,,,,,,
2026-05-04 22:29:36.663,P,18122,,,,,,
2026-05-04 22:29:36.664,P,17948,,,,,,
2026-05-04 22:29:36.722,P,101519,,,,,,
2026-05-04 22:29:36.723,P,250914,,,,,,
2026-05-04 22:29:36.725,P,36887,,,,,,
2026-05-04 22:29:36.781,P,82716,,,,,,
2026-05-04 22:29:36.783,P,133622,,,,,,
2026-05-04 22:29:36.784,P,19505,,,,,,
2026-05-04 22:29:36.841,P,220356,,,,,,
2026-05-04 22:29:36.843,P,85539,,,,,,
2026-05-04 22:29:36.843,P,254181,,,,,,
2026-05-04 22:29:36.901,P,19464,,,,,,
2026-05-04 22:29:36.902,P,26460,,,,,,
2026-05-04 22:29:36.905,P,9849,,,,,,
2026-05-04 22:29:37.021,P,164689,,,,,,
2026-05-04 22:29:37.021,P,258753,,,,,,
2026-05-04 22:29:37.022,P,203438,,,,,,
2026-05-04 22:29:37.081,P,213895,,,,,,
2026-05-04 22:29:37.081,P,37071,,,,,,
2026-05-04 22:29:37.082,P,126671,,,,,,
2026-05-04 22:29:37.140,P,58948,,,,,,
2026-05-04 22:29:37.140,P,145921,,,,,,
2026-05-04 22:29:37.141,P,175025,,,,,,
2026-05-04 22:29:37.200,P,31916,,,,,,
2026-05-04 22:29:37.201,P,70593,,,,,,
2026-05-04 22:29:37.201,P,82548,,,,,,
2026-05-04 22:29:37.260,P,195741,,,,,,
2026-05-04 22:29:37.261,P,29183,,,,,,
2026-05-04 22:29:37.261,P,127550,,,,,,
2026-05-04 22:29:37.320,P,131990,,,,,,
2026-05-04 22:29:37.320,P,202350,,,,,,
2026-05-04 22:29:37.321,P,215442,,,,,,
2026-05-04 22:29:37.381,P,56326,,,,,,
2026-05-04 22:29:37.383,P,19249,,,,,,
2026-05-04 22:29:37.384,P,10569,,,,,,
2026-05-04 22:29:37.441,P,105701,,,,,,
2026-05-04 22:29:37.443,P,2872,,,,,,
2026-05-04 22:29:37.444,P,22599,,,,,,
2026-05-04 22:29:37.500,P,127841,,,,,,
2026-05-04 22:29:37.500,P,102114,,,,,,
2026-05-04 22:29:37.501,P,175697,,,,,,
2026-05-04 22:29:37.561,P,120191,,,,,,
2026-05-04 22:29:37.562,P,242729,,,,,,
2026-05-04 22:29:37.563,P,28119,,,,,,
2026-05-04 22:29:37.621,P,215050,,,,,,
2026-05-04 22:29:37.623,P,185577,,,,,,
2026-05-04 22:29:37.624,P,81018,,,,,,
2026-05-04 22:29:37.680,P,204333,,,,,,
2026-05-04 22:29:37.681,P,238620,,,,,,
2026-05-04 22:29:37.682,P,72044,,,,,,
2026-05-04 22:29:37.740,P,45232,,,,,,
2026-05-04 22:29:37.741,P,114541,,,,,,
2026-05-04 22:29:37.741,P,171071,,,,,,
2026-05-04 22:29:37.800,P,10362,,,,,,
2026-05-04 22:29:37.800,P,244806,,,,,,
2026-05-04 22:29:37.801,P,116210,,,,,,
2026-05-04 22:29:37.861,G,3028,,,,,,
2026-05-04 22:29:37.862,G,3065,,,,,,
2026-05-04 22:29:37.863,G,3484,,,,,,
2026-05-04 22:29:37.922,G,3633,,,,,,
2026-05-04 22:29:37.923,G,1111,,,,,,
2026-05-04 22:29:37.924,G,704,,,,,,
2026-05-04 22:29:37.980,G,396,,,,,,
2026-05-04 22:29:37.981,FEATURE,,86.34974670410156,75418.3359375,100331.5625,2410.89990234375,3352.0,4.0
2026-05-04 22:29:38.040,P,235361,,,,,,
2026-05-04 22:29:38.040,P,169753,,,,,,
2026-05-04 22:29:38.041,P,238398,,,,,,
2026-05-04 22:29:38.100,P,45150,,,,,,
2026-05-04 22:29:38.101,P,130460,,,,,,
2026-05-04 22:29:38.101,P,190304,,,,,,
2026-05-04 22:29:38.160,P,201427,,,,,,
2026-05-04 22:29:38.161,P,224401,,,,,,
2026-05-04 22:29:38.161,P,226782,,,,,,
2026-05-04 22:29:38.220,P,66203,,,,,,
2026-05-04 22:29:38.220,P,148479,,,,,,
2026-05-04 22:29:38.221,P,826,,,,,,
2026-05-04 22:29:38.281,P,205357,,,,,,
2026-05-04 22:29:38.282,P,126621,,,,,,
2026-05-04 22:29:38.283,P,189852,,,,,,
2026-05-04 22:29:38.340,P,130705,,,,,,
2026-05-04 22:29:38.340,P,127116,,,,,,
2026-05-04 22:29:38.341,P,193270,,,,,,
2026-05-04 22:29:38.401,P,195500,,,,,,
2026-05-04 22:29:38.402,P,50721,,,,,,
2026-05-04 22:29:38.403,P,81981,,,,,,
2026-05-04 22:29:38.460,P,41057,,,,,,
2026-05-04 22:29:38.460,P,95723,,,,,,
2026-05-04 22:29:38.461,P,113529,,,,,,
2026-05-04 22:29:38.521,P,252473,,,,,,
2026-05-04 22:29:38.523,P,163412,,,,,,
2026-05-04 22:29:38.524,P,8151,,,,,,
2026-05-04 22:29:38.580,P,141264,,,,,,
2026-05-04 22:29:38.580,P,239231,,,,,,
2026-05-04 22:29:38.581,P,103710,,,,,,
2026-05-04 22:29:38.642,P,197542,,,,,,
2026-05-04 22:29:38.643,P,247940,,,,,,
2026-05-04 22:29:38.644,P,166007,,,,,,
2026-05-04 22:29:38.700,P,220789,,,,,,
2026-05-04 22:29:38.701,P,172572,,,,,,
2026-05-04 22:29:38.701,P,162925,,,,,,
2026-05-04 22:29:38.761,P,27488,,,,,,
2026-05-04 22:29:38.762,P,91342,,,,,,
2026-05-04 22:29:38.763,P,132310,,,,,,
2026-05-04 22:29:38.820,P,20215,,,,,,
2026-05-04 22:29:38.821,P,137863,,,,,,
2026-05-04 22:29:38.823,P,32126,,,,,,
2026-05-04 22:29:38.880,P,202725,,,,,,
2026-05-04 22:29:38.881,P,215452,,,,,,
2026-05-04 22:29:38.881,P,177044,,,,,,
2026-05-04 22:29:38.941,P,131105,,,,,,
2026-05-04 22:29:38.942,P,257649,,,,,,
2026-05-04 22:29:38.943,P,199534,,,,,,
2026-05-04 22:29:39.001,P,7968,,,,,,
2026-05-04 22:29:39.002,P,166566,,,,,,
2026-05-04 22:29:39.003,P,217706,,,,,,
2026-05-04 22:29:39.060,P,71282,,,,,,
2026-05-04 22:29:39.062,P,63179,,,,,,
2026-05-04 22:29:39.062,P,244609,,,,,,
2026-05-04 22:29:39.121,P,92060,,,,,,
2026-05-04 22:29:39.122,P,8280,,,,,,
2026-05-04 22:29:39.123,P,150598,,,,,,
2026-05-04 22:29:39.180,P,240889,,,,,,
2026-05-04 22:29:39.180,P,193134,,,,,,
2026-05-04 22:29:39.181,P,124363,,,,,,
2026-05-04 22:29:39.240,P,21975,,,,,,
2026-05-04 22:29:39.240,P,89102,,,,,,
2026-05-04 22:29:39.241,P,41513,,,,,,
2026-05-04 22:29:39.300,P,255542,,,,,,
2026-05-04 22:29:39.301,P,102787,,,,,,
2026-05-04 22:29:39.301,P,140648,,,,,,
2026-05-04 22:29:39.361,P,199794,,,,,,
2026-05-04 22:29:39.364,P,134119,,,,,,
2026-05-04 22:29:39.365,P,32822,,,,,,
2026-05-04 22:29:39.421,P,189161,,,,,,
2026-05-04 22:29:39.423,P,86047,,,,,,
2026-05-04 22:29:39.424,P,203152,,,,,,
2026-05-04 22:29:39.480,P,35002,,,,,,
2026-05-04 22:29:39.480,P,239793,,,,,,
2026-05-04 22:29:39.481,P,227752,,,,,,
2026-05-04 22:29:39.601,G,451,,,,,,
2026-05-04 22:29:39.601,G,2705,,,,,,
2026-05-04 22:29:39.601,G,2175,,,,,,
2026-05-04 22:29:39.661,G,4014,,,,,,
2026-05-04 22:29:39.663,G,523,,,,,,
2026-05-04 22:29:39.664,G,818,,,,,,
2026-05-04 22:29:39.720,G,2406,,,,,,
2026-05-04 22:29:39.721,FEATURE,,91.10795593261719,76560.8046875,105839.046875,1859.9000244140625,3563.0,5.0
2026-05-04 22:29:39.780,P,199920,,,,,,
2026-05-04 22:29:39.780,P,106897,,,,,,
2026-05-04 22:29:39.781,P,251980,,,,,,
2026-05-04 22:29:39.842,P,137372,,,,,,
2026-05-04 22:29:39.843,P,70445,,,,,,
2026-05-04 22:29:39.845,P,202304,,,,,,
2026-05-04 22:29:39.901,P,252724,,,,,,
2026-05-04 22:29:39.902,P,120426,,,,,,
2026-05-04 22:29:39.904,P,122237,,,,,,
2026-05-04 22:29:39.960,P,35546,,,,,,
2026-05-04 22:29:39.961,P,136927,,,,,,
2026-05-04 22:29:39.961,P,179879,,,,,,
2026-05-04 22:29:40.020,P,124029,,,,,,
2026-05-04 22:29:40.021,P,10337,,,,,,
2026-05-04 22:29:40.021,P,61381,,,,,,
2026-05-04 22:29:40.081,P,208738,,,,,,
2026-05-04 22:29:40.082,P,48077,,,,,,
2026-05-04 22:29:40.084,P,83882,,,,,,
2026-05-04 22:29:40.142,P,216491,,,,,,
2026-05-04 22:29:40.143,P,102330,,,,,,
2026-05-04 22:29:40.145,P,184489,,,,,,
2026-05-04 22:29:40.200,P,257540,,,,,,
2026-05-04 22:29:40.200,P,169345,,,,,,
2026-05-04 22:29:40.201,P,99442,,,,,,
2026-05-04 22:29:40.260,P,228386,,,,,,
2026-05-04 22:29:40.261,P,8572,,,,,,
2026-05-04 22:29:40.261,P,215257,,,,,,
2026-05-04 22:29:40.320,P,218982,,,,,,
2026-05-04 22:29:40.320,P,198522,,,,,,
2026-05-04 22:29:40.321,P,214345,,,,,,
2026-05-04 22:29:40.380,P,176749,,,,,,
2026-05-04 22:29:40.381,P,131522,,,,,,
2026-05-04 22:29:40.381,P,241477,,,,,,
2026-05-04 22:29:40.440,P,150128,,,,,,
2026-05-04 22:29:40.441,P,118002,,,,,,
2026-05-04 22:29:40.441,P,117789,,,,,,
2026-05-04 22:29:40.561,P,146072,,,,,,
2026-05-04 22:29:40.561,P,64157,,,,,,
2026-05-04 22:29:40.620,P,89227,,,,,,
2026-05-04 22:29:40.621,P,244745,,,,,,
2026-05-04 22:29:40.621,P,194908,,,,,,
2026-05-04 22:29:40.622,P,208721,,,,,,
2026-05-04 22:29:40.681,P,105137,,,,,,
2026-05-04 22:29:40.681,P,64023,,,,,,
2026-05-04 22:29:40.682,P,185665,,,,,,
2026-05-04 22:29:40.740,P,184363,,,,,,
2026-05-04 22:29:40.741,P,174165,,,,,,
2026-05-04 22:29:40.741,P,71218,,,,,,
2026-05-04 22:29:40.801,P,79344,,,,,,
2026-05-04 22:29:40.802,P,60693,,,,,,
2026-05-04 22:29:40.803,P,134737,,,,,,
2026-05-04 22:29:40.860,P,181835,,,,,,
2026-05-04 22:29:40.860,P,103801,,,,,,
2026-05-04 22:29:40.861,P,67209,,,,,,
2026-05-04 22:29:40.921,P,29455,,,,,,
2026-05-04 22:29:40.923,P,211966,,,,,,
2026-05-04 22:29:40.924,P,45382,,,,,,
2026-05-04 22:29:40.980,P,152960,,,,,,
2026-05-04 22:29:40.981,P,36819,,,,,,
2026-05-04 22:29:40.981,P,209104,,,,,,
2026-05-04 22:29:41.041,P,3859,,,,,,
2026-05-04 22:29:41.043,P,194629,,,,,,
2026-05-04 22:29:41.045,P,63603,,,,,,
2026-05-04 22:29:41.101,P,210433,,,,,,
2026-05-04 22:29:41.103,P,119911,,,,,,
2026-05-04 22:29:41.104,P,235851,,,,,,
2026-05-04 22:29:41.160,P,80468,,,,,,
2026-05-04 22:29:41.160,P,68417,,,,,,
2026-05-04 22:29:41.161,P,222104,,,,,,
2026-05-04 22:29:41.220,P,59031,,,,,,
2026-05-04 22:29:41.221,P,48079,,,,,,
2026-05-04 22:29:41.221,P,230966,,,,,,
2026-05-04 22:29:41.280,P,197833,,,,,,
2026-05-04 22:29:41.280,P,3517,,,,,,
2026-05-04 22:29:41.340,P,21428,,,,,,
2026-05-04 22:29:41.341,G,1585,,,,,,
2026-05-04 22:29:41.341,G,582,,,,,,
2026-05-04 22:29:41.342,G,2086,,,,,,
2026-05-04 22:29:41.400,G,3774,,,,,,
2026-05-04 22:29:41.400,G,1255,,,,,,
2026-05-04 22:29:41.401,G,3843,,,,,,
2026-05-04 22:29:41.460,G,3472,,,,,,
2026-05-04 22:29:41.461,FEATURE,,90.85110473632812,71871.265625,102602.125,2075.5,3378.0,6.0
2026-05-04 22:29:41.520,P,27788,,,,,,
2026-05-04 22:29:41.520,P,31006,,,,,,
2026-05-04 22:29:41.521,P,35962,,,,,,
2026-05-04 22:29:41.580,P,213420,,,,,,
2026-05-04 22:29:41.581,P,66791,,,,,,
2026-05-04 22:29:41.581,P,65059,,,,,,
2026-05-04 22:29:41.640,P,93555,,,,,,
2026-05-04 22:29:41.640,P,201771,,,,,,
2026-05-04 22:29:41.641,P,48029,,,,,,
2026-05-04 22:29:41.700,P,75907,,,,,,
2026-05-04 22:29:41.701,P,246074,,,,,,
2026-05-04 22:29:41.701,P,125729,,,,,,
2026-05-04 22:29:41.760,P,254307,,,,,,
2026-05-04 22:29:41.760,P,95932,,,,,,
2026-05-04 22:29:41.761,P,173061,,,,,,
2026-05-04 22:29:41.820,P,2303,,,,,,
2026-05-04 22:29:41.821,P,212664,,,,,,
2026-05-04 22:29:41.821,P,116379,,,,,,
2026-05-04 22:29:41.881,P,201024,,,,,,
2026-05-04 22:29:41.883,P,173893,,,,,,
2026-05-04 22:29:41.884,P,246118,,,,,,
2026-05-04 22:29:41.940,P,74934,,,,,,
2026-05-04 22:29:41.940,P,190602,,,,,,
2026-05-04 22:29:41.941,P,75037,,,,,,
2026-05-04 22:29:42.000,P,123206,,,,,,
2026-05-04 22:29:42.002,P,138862,,,,,,
2026-05-04 22:29:42.003,P,209575,,,,,,
2026-05-04 22:29:42.060,P,128317,,,,,,
